"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"1723";"Николай";"88";"323277066";"2016";"июнь";
"1724";"Фёдор";"83";"323277067";"2016";"июнь";
"1725";"Павел";"81";"323277068";"2016";"июнь";
"1726";"Владислав";"80";"323277069";"2016";"июнь";
"1727";"Георгий";"74";"323277070";"2016";"июнь";
"1728";"Степан";"74";"323277071";"2016";"июнь";
"1729";"Глеб";"63";"323277072";"2016";"июнь";
"1730";"Тимур";"58";"323277073";"2016";"июнь";
"1731";"Артемий";"55";"323277074";"2016";"июнь";
"1732";"Денис";"54";"323277075";"2016";"июнь";
"1733";"Арсений";"53";"323277076";"2016";"июнь";
"1734";"Давид";"50";"323277077";"2016";"июнь";
"1735";"Виктор";"48";"323277078";"2016";"июнь";
"1736";"Платон";"48";"323277079";"2016";"июнь";
"1737";"Леонид";"47";"323277080";"2016";"июнь";
"1738";"Семён";"46";"323277081";"2016";"июнь";
"1739";"Игорь";"45";"323277082";"2016";"июнь";
"1740";"Макар";"45";"323277083";"2016";"июнь";
"1741";"Мирон";"44";"323277085";"2016";"июнь";
"1742";"Евгений";"42";"323277086";"2016";"июнь";
"1743";"Григорий";"40";"323277087";"2016";"июнь";
"1744";"Руслан";"36";"323277088";"2016";"июнь";
"1745";"Артем";"34";"323277089";"2016";"июнь";
"1746";"Данила";"33";"323277090";"2016";"июнь";
"1747";"Елисей";"32";"323277091";"2016";"июнь";
"1748";"Олег";"32";"323277092";"2016";"июнь";
"1749";"Амир";"30";"323277093";"2016";"июнь";
"1750";"Пётр";"30";"323277094";"2016";"июнь";
"1751";"Антон";"29";"323277095";"2016";"июнь";
"1752";"Василий";"29";"323277096";"2016";"июнь";
"1753";"Даниэль";"29";"323277097";"2016";"июнь";
"1754";"Роберт";"29";"323277098";"2016";"июнь";
"1755";"Артур";"28";"323277099";"2016";"июнь";
"1756";"Вадим";"28";"323277100";"2016";"июнь";
"1757";"Савелий";"28";"323277101";"2016";"июнь";
"1758";"Богдан";"27";"323277102";"2016";"июнь";
"1759";"Вячеслав";"27";"323277103";"2016";"июнь";
"1760";"Всеволод";"26";"323277104";"2016";"июнь";
"1761";"Герман";"25";"323277105";"2016";"июнь";
"1762";"Юрий";"24";"323277106";"2016";"июнь";
"1763";"Демид";"23";"323277107";"2016";"июнь";
"1764";"Захар";"21";"323277108";"2016";"июнь";
"1765";"Адам";"19";"323277109";"2016";"июнь";
"1766";"Святослав";"19";"323277110";"2016";"июнь";
"1767";"Али";"18";"323277111";"2016";"июнь";
"1768";"Дамир";"18";"323277112";"2016";"июнь";
"1769";"Лука";"18";"323277113";"2016";"июнь";
"1770";"Умар";"18";"323277114";"2016";"июнь";
"1771";"Мухаммад";"17";"323277115";"2016";"июнь";
"1772";"Борис";"16";"323277116";"2016";"июнь";
"1773";"Данил";"16";"323277117";"2016";"июнь";
"1774";"Гордей";"15";"323277118";"2016";"июнь";
"1775";"Тихон";"15";"323277119";"2016";"июнь";
"1776";"Савва";"14";"323277120";"2016";"июнь";
"1777";"Рамазан";"13";"323277121";"2016";"июнь";
"1778";"Эмиль";"13";"323277122";"2016";"июнь";
"1779";"Ян";"13";"323277123";"2016";"июнь";
"1780";"Федор";"12";"323277124";"2016";"июнь";
"1781";"Валерий";"11";"323277125";"2016";"июнь";
"1782";"Ислам";"11";"323277126";"2016";"июнь";
"1783";"Мирослав";"11";"323277127";"2016";"июнь";
"1784";"Филипп";"11";"323277128";"2016";"июнь";
"1785";"Станислав";"10";"323277129";"2016";"июнь";
"1786";"Алинур";"9";"323277130";"2016";"июнь";
"1787";"Арсен";"9";"323277131";"2016";"июнь";
"1788";"Серафим";"9";"323277132";"2016";"июнь";
"1789";"Анатолий";"8";"323277133";"2016";"июнь";
"1790";"Марсель";"8";"323277134";"2016";"июнь";
"1791";"Родион";"8";"323277135";"2016";"июнь";
"1792";"Эмир";"8";"323277136";"2016";"июнь";
"1793";"Амин";"7";"323277137";"2016";"июнь";
"1794";"Ибрагим";"7";"323277138";"2016";"июнь";
"1795";"Леон";"7";"323277139";"2016";"июнь";
"1796";"Алан";"6";"323277140";"2016";"июнь";
"1797";"Альберт";"6";"323277141";"2016";"июнь";
"1798";"Абубакр";"6";"323277142";"2016";"июнь";
"1799";"Ахмад";"6";"323277143";"2016";"июнь";
"1800";"Билал";"6";"323277144";"2016";"июнь";
"1801";"Александр";"266";"272397825";"2016";"июль";
"1802";"Иван";"257";"272397827";"2016";"июль";
"1803";"Максим";"255";"272397828";"2016";"июль";
"1804";"Михаил";"235";"272397829";"2016";"июль";
"1805";"Артём";"219";"272397830";"2016";"июль";
"1806";"Дмитрий";"196";"272397831";"2016";"июль";
"1807";"Даниил";"191";"272397832";"2016";"июль";
"1808";"Андрей";"180";"272397833";"2016";"июль";
"1809";"Егор";"142";"272397834";"2016";"июль";
"1810";"Кирилл";"139";"272397835";"2016";"июль";
"1811";"Никита";"139";"284607349";"2016";"июль";
"1812";"Илья";"131";"284607352";"2016";"июль";
"1813";"Марк";"128";"323277148";"2016";"июль";
"1814";"Роман";"125";"323277149";"2016";"июль";
"1815";"Матвей";"120";"323277150";"2016";"июль";
"1816";"Алексей";"117";"323277151";"2016";"июль";
"1817";"Павел";"113";"323277152";"2016";"июль";
"1818";"Владимир";"112";"323277153";"2016";"июль";
"1819";"Лев";"108";"323277154";"2016";"июль";
"1820";"Ярослав";"108";"323277155";"2016";"июль";
"1821";"Сергей";"107";"323277156";"2016";"июль";
"1822";"Тимофей";"103";"323277157";"2016";"июль";
"1823";"Степан";"88";"323277158";"2016";"июль";
"1824";"Фёдор";"88";"323277159";"2016";"июль";
"1825";"Константин";"84";"323277160";"2016";"июль";
"1826";"Владислав";"68";"323277161";"2016";"июль";
"1827";"Глеб";"68";"323277162";"2016";"июль";
"1828";"Георгий";"67";"323277163";"2016";"июль";
"1829";"Арсений";"64";"323277164";"2016";"июль";
"1830";"Николай";"63";"323277165";"2016";"июль";
"1831";"Давид";"62";"323277166";"2016";"июль";
"1832";"Артемий";"57";"323277167";"2016";"июль";
"1833";"Денис";"55";"323277168";"2016";"июль";
"1834";"Григорий";"54";"323277169";"2016";"июль";
"1835";"Мирон";"54";"323277170";"2016";"июль";
"1836";"Виктор";"47";"323277172";"2016";"июль";
"1837";"Тимур";"45";"323277173";"2016";"июль";
"1838";"Елисей";"43";"323277174";"2016";"июль";
"1839";"Данила";"41";"323277175";"2016";"июль";
"1840";"Леонид";"40";"323277176";"2016";"июль";
"1841";"Руслан";"40";"323277177";"2016";"июль";
"1842";"Макар";"39";"323277178";"2016";"июль";
"1843";"Пётр";"39";"323277179";"2016";"июль";
"1844";"Амир";"36";"323277180";"2016";"июль";
"1845";"Семён";"36";"323277181";"2016";"июль";
"1846";"Евгений";"35";"323277182";"2016";"июль";
"1847";"Платон";"35";"323277183";"2016";"июль";
"1848";"Вячеслав";"33";"323277184";"2016";"июль";
"1849";"Савелий";"32";"323277185";"2016";"июль";
"1850";"Юрий";"32";"323277186";"2016";"июль";
"1851";"Богдан";"30";"323277187";"2016";"июль";
"1852";"Антон";"28";"323277188";"2016";"июль";
"1853";"Герман";"28";"323277189";"2016";"июль";
"1854";"Василий";"26";"323277190";"2016";"июль";
"1855";"Игорь";"26";"323277191";"2016";"июль";
"1856";"Святослав";"26";"323277192";"2016";"июль";
"1857";"Всеволод";"24";"323277193";"2016";"июль";
"1858";"Демид";"24";"323277194";"2016";"июль";
"1859";"Даниэль";"23";"323277195";"2016";"июль";
"1860";"Артур";"22";"323277196";"2016";"июль";
"1861";"Вадим";"22";"323277197";"2016";"июль";
"1862";"Адам";"21";"323277198";"2016";"июль";
"1863";"Артем";"21";"323277199";"2016";"июль";
"1864";"Станислав";"21";"323277200";"2016";"июль";
"1865";"Захар";"20";"323277201";"2016";"июль";
"1866";"Тихон";"20";"323277202";"2016";"июль";
"1867";"Борис";"19";"323277203";"2016";"июль";
"1868";"Мухаммад";"19";"323277204";"2016";"июль";
"1869";"Олег";"19";"323277205";"2016";"июль";
"1870";"Гордей";"18";"323277207";"2016";"июль";
"1871";"Рамазан";"18";"323277208";"2016";"июль";
"1872";"Данил";"17";"323277209";"2016";"июль";
"1873";"Родион";"17";"323277210";"2016";"июль";
"1874";"Умар";"16";"323277211";"2016";"июль";
"1875";"Филипп";"16";"323277212";"2016";"июль";
"1876";"Дамир";"15";"323277213";"2016";"июль";
"1877";"Роберт";"15";"323277214";"2016";"июль";
"1878";"Федор";"15";"323277215";"2016";"июль";
"1879";"Али";"14";"323277216";"2016";"июль";
"1880";"Лука";"14";"323277217";"2016";"июль";
"1881";"Эмиль";"14";"323277218";"2016";"июль";
"1882";"Демьян";"13";"323277219";"2016";"июль";
"1883";"Ибрагим";"13";"323277220";"2016";"июль";
"1884";"Мирослав";"13";"323277221";"2016";"июль";
"1885";"Савва";"13";"323277222";"2016";"июль";
"1886";"Валерий";"12";"323277223";"2016";"июль";
"1887";"Марат";"12";"323277226";"2016";"июль";
"1888";"Петр";"12";"323277227";"2016";"июль";
"1889";"Серафим";"12";"323277228";"2016";"июль";
"1890";"Яков";"11";"323277230";"2016";"июль";
"1891";"Ян";"11";"323277231";"2016";"июль";
"1892";"Алан";"10";"323277232";"2016";"июль";
"1893";"Леон";"10";"323277233";"2016";"июль";
"1894";"Эмир";"10";"323277235";"2016";"июль";
"1895";"Анатолий";"9";"323277236";"2016";"июль";
"1896";"Имран";"9";"323277237";"2016";"июль";
"1897";"Самир";"9";"323277238";"2016";"июль";
"1898";"Алихан";"8";"323277240";"2016";"июль";
"1899";"Мартин";"8";"323277241";"2016";"июль";
"1900";"Тигран";"8";"323277242";"2016";"июль";
"1901";"Александр";"316";"273024739";"2016";"август";
"1902";"Максим";"294";"273024740";"2016";"август";
"1903";"Артём";"260";"273024741";"2016";"август";
"1904";"Михаил";"249";"273024742";"2016";"август";
"1905";"Илья";"245";"273024743";"2016";"август";
"1906";"Иван";"223";"273024744";"2016";"август";
"1907";"Дмитрий";"212";"273024745";"2016";"август";
"1908";"Даниил";"194";"273024746";"2016";"август";
"1909";"Лев";"176";"273024747";"2016";"август";
"1910";"Андрей";"156";"273024748";"2016";"август";
"1911";"Роман";"156";"323281392";"2016";"август";
"1912";"Матвей";"149";"323281394";"2016";"август";
"1913";"Кирилл";"146";"323281395";"2016";"август";
"1914";"Алексей";"132";"323281396";"2016";"август";
"1915";"Ярослав";"131";"323281398";"2016";"август";
"1916";"Егор";"127";"323281400";"2016";"август";
"1917";"Марк";"124";"323281401";"2016";"август";
"1918";"Владимир";"123";"323281402";"2016";"август";
"1919";"Тимофей";"123";"323281403";"2016";"август";
"1920";"Никита";"103";"323281405";"2016";"август";
"1921";"Фёдор";"97";"323281410";"2016";"август";
"1922";"Константин";"86";"323281411";"2016";"август";
"1923";"Сергей";"84";"323281412";"2016";"август";
"1924";"Степан";"76";"323281413";"2016";"август";
"1925";"Павел";"75";"323281414";"2016";"август";
"1926";"Владислав";"73";"323281415";"2016";"август";
"1927";"Тимур";"70";"323281416";"2016";"август";
"1928";"Денис";"63";"323281417";"2016";"август";
"1929";"Глеб";"62";"323281418";"2016";"август";
"1930";"Мирон";"62";"323281419";"2016";"август";
"1931";"Николай";"60";"323281421";"2016";"август";
"1932";"Леонид";"59";"323281422";"2016";"август";
"1933";"Семён";"59";"323281423";"2016";"август";
"1934";"Арсений";"58";"323281424";"2016";"август";
"1935";"Давид";"55";"323281425";"2016";"август";
"1936";"Руслан";"52";"323281426";"2016";"август";
"1937";"Артемий";"51";"323281427";"2016";"август";
"1938";"Георгий";"51";"323281428";"2016";"август";
"1939";"Евгений";"49";"323281429";"2016";"август";
"1940";"Макар";"49";"323281432";"2016";"август";
"1941";"Григорий";"45";"323281433";"2016";"август";
"1942";"Платон";"40";"323281435";"2016";"август";
"1943";"Даниэль";"36";"323281436";"2016";"август";
"1944";"Пётр";"35";"323281437";"2016";"август";
"1945";"Амир";"34";"323281438";"2016";"август";
"1946";"Василий";"33";"323281439";"2016";"август";
"1947";"Игорь";"33";"323281440";"2016";"август";
"1948";"Антон";"31";"323281441";"2016";"август";
"1949";"Данила";"30";"323281442";"2016";"август";
"1950";"Савелий";"29";"323281443";"2016";"август";
"1951";"Олег";"27";"323281444";"2016";"август";
"1952";"Умар";"27";"323281445";"2016";"август";
"1953";"Мирослав";"26";"323281446";"2016";"август";
"1954";"Богдан";"25";"323281447";"2016";"август";
"1955";"Виктор";"25";"323281448";"2016";"август";
"1956";"Елисей";"25";"323281449";"2016";"август";
"1957";"Юрий";"25";"323281450";"2016";"август";
"1958";"Лука";"24";"323281451";"2016";"август";
"1959";"Савва";"23";"323281452";"2016";"август";
"1960";"Святослав";"23";"323281453";"2016";"август";
"1961";"Адам";"21";"323281454";"2016";"август";
"1962";"Герман";"21";"323281455";"2016";"август";
"1963";"Захар";"21";"323281456";"2016";"август";
"1964";"Вадим";"20";"323281457";"2016";"август";
"1965";"Вячеслав";"20";"323281458";"2016";"август";
"1966";"Демид";"20";"323281459";"2016";"август";
"1967";"Али";"19";"323281460";"2016";"август";
"1968";"Серафим";"19";"323281461";"2016";"август";
"1969";"Роберт";"18";"323281465";"2016";"август";
"1970";"Артем";"17";"323281468";"2016";"август";
"1971";"Гордей";"17";"323281469";"2016";"август";
"1972";"Тихон";"17";"323281470";"2016";"август";
"1973";"Артур";"16";"323281471";"2016";"август";
"1974";"Всеволод";"16";"323281472";"2016";"август";
"1975";"Станислав";"15";"323281473";"2016";"август";
"1976";"Данил";"14";"323281474";"2016";"август";
"1977";"Мухаммад";"13";"323281475";"2016";"август";
"1978";"Эмин";"13";"323281476";"2016";"август";
"1979";"Борис";"12";"323281477";"2016";"август";
"1980";"Марсель";"12";"323281478";"2016";"август";
"1981";"Родион";"12";"323281479";"2016";"август";
"1982";"Эмиль";"12";"323281480";"2016";"август";
"1983";"Билал";"11";"323281481";"2016";"август";
"1984";"Дамир";"11";"323281482";"2016";"август";
"1985";"Анатолий";"10";"323281483";"2016";"август";
"1986";"Алихан";"10";"323281484";"2016";"август";
"1987";"Арсен";"10";"323281485";"2016";"август";
"1988";"Ильяс";"10";"323281486";"2016";"август";
"1989";"Леон";"10";"323281488";"2016";"август";
"1990";"Мансур";"10";"323281489";"2016";"август";
"1991";"Филипп";"10";"323281490";"2016";"август";
"1992";"Халид";"10";"323281491";"2016";"август";
"1993";"Юсуф";"10";"323281492";"2016";"август";
"1994";"Абубакр";"9";"323281493";"2016";"август";
"1995";"Даниял";"9";"323281494";"2016";"август";
"1996";"Демьян";"9";"323281495";"2016";"август";
"1997";"Ибрагим";"9";"323281496";"2016";"август";
"1998";"Самир";"9";"323281497";"2016";"август";
"1999";"Виталий";"8";"323281498";"2016";"август";
"2000";"Данис";"8";"323281499";"2016";"август";
"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"2001";"Александр";"252";"279024078";"2016";"сентябрь";
"2002";"Максим";"246";"279024089";"2016";"сентябрь";
"2003";"Михаил";"235";"279024117";"2016";"сентябрь";
"2004";"Артём";"228";"279024133";"2016";"сентябрь";
"2005";"Иван";"206";"279024157";"2016";"сентябрь";
"2006";"Дмитрий";"185";"279024169";"2016";"сентябрь";
"2007";"Даниил";"162";"279024175";"2016";"сентябрь";
"2008";"Егор";"140";"279024191";"2016";"сентябрь";
"2009";"Андрей";"135";"279024205";"2016";"сентябрь";
"2010";"Алексей";"124";"279024220";"2016";"сентябрь";
"2011";"Марк";"124";"323281504";"2016";"сентябрь";
"2012";"Илья";"123";"323281505";"2016";"сентябрь";
"2013";"Кирилл";"118";"323281506";"2016";"сентябрь";
"2014";"Тимофей";"118";"323281507";"2016";"сентябрь";
"2015";"Никита";"114";"323281508";"2016";"сентябрь";
"2016";"Роман";"113";"323281509";"2016";"сентябрь";
"2017";"Владимир";"100";"323281510";"2016";"сентябрь";
"2018";"Лев";"95";"323281511";"2016";"сентябрь";
"2019";"Матвей";"94";"323281512";"2016";"сентябрь";
"2020";"Фёдор";"79";"323281513";"2016";"сентябрь";
"2021";"Ярослав";"77";"323281514";"2016";"сентябрь";
"2022";"Константин";"76";"323281515";"2016";"сентябрь";
"2023";"Арсений";"70";"323281516";"2016";"сентябрь";
"2024";"Степан";"69";"323281517";"2016";"сентябрь";
"2025";"Глеб";"64";"323281518";"2016";"сентябрь";
"2026";"Денис";"63";"323281519";"2016";"сентябрь";
"2027";"Павел";"61";"323281520";"2016";"сентябрь";
"2028";"Сергей";"61";"323281521";"2016";"сентябрь";
"2029";"Владислав";"60";"323281522";"2016";"сентябрь";
"2030";"Тимур";"58";"323281523";"2016";"сентябрь";
"2031";"Георгий";"53";"323281524";"2016";"сентябрь";
"2032";"Семён";"53";"323281525";"2016";"сентябрь";
"2033";"Макар";"51";"323281526";"2016";"сентябрь";
"2034";"Мирон";"49";"323281528";"2016";"сентябрь";
"2035";"Давид";"45";"323281529";"2016";"сентябрь";
"2036";"Виктор";"44";"323281530";"2016";"сентябрь";
"2037";"Николай";"41";"323281532";"2016";"сентябрь";
"2038";"Григорий";"39";"323281535";"2016";"сентябрь";
"2039";"Данила";"37";"323281536";"2016";"сентябрь";
"2040";"Платон";"37";"323281537";"2016";"сентябрь";
"2041";"Леонид";"36";"323281538";"2016";"сентябрь";
"2042";"Василий";"34";"323281539";"2016";"сентябрь";
"2043";"Евгений";"33";"323281541";"2016";"сентябрь";
"2044";"Юрий";"31";"323281542";"2016";"сентябрь";
"2045";"Амир";"30";"323281543";"2016";"сентябрь";
"2046";"Артемий";"30";"323281545";"2016";"сентябрь";
"2047";"Олег";"30";"323281546";"2016";"сентябрь";
"2048";"Роберт";"29";"323281547";"2016";"сентябрь";
"2049";"Святослав";"29";"323281548";"2016";"сентябрь";
"2050";"Руслан";"27";"323281549";"2016";"сентябрь";
"2051";"Богдан";"25";"323281550";"2016";"сентябрь";
"2052";"Игорь";"25";"323281551";"2016";"сентябрь";
"2053";"Артем";"23";"323281552";"2016";"сентябрь";
"2054";"Захар";"23";"323281553";"2016";"сентябрь";
"2055";"Лука";"23";"323281554";"2016";"сентябрь";
"2056";"Пётр";"23";"323291044";"2016";"сентябрь";
"2057";"Артур";"22";"323291045";"2016";"сентябрь";
"2058";"Вадим";"22";"323291046";"2016";"сентябрь";
"2059";"Мирослав";"22";"323291047";"2016";"сентябрь";
"2060";"Савелий";"22";"323291048";"2016";"сентябрь";
"2061";"Даниэль";"21";"323291050";"2016";"сентябрь";
"2062";"Филипп";"21";"323291051";"2016";"сентябрь";
"2063";"Демид";"20";"323291053";"2016";"сентябрь";
"2064";"Вячеслав";"19";"323291054";"2016";"сентябрь";
"2065";"Елисей";"19";"323291055";"2016";"сентябрь";
"2066";"Адам";"18";"323291057";"2016";"сентябрь";
"2067";"Гордей";"17";"323291058";"2016";"сентябрь";
"2068";"Мухаммад";"17";"323291059";"2016";"сентябрь";
"2069";"Умар";"17";"323291060";"2016";"сентябрь";
"2070";"Али";"16";"323291061";"2016";"сентябрь";
"2071";"Антон";"15";"323291062";"2016";"сентябрь";
"2072";"Борис";"15";"323291063";"2016";"сентябрь";
"2073";"Данил";"15";"323291064";"2016";"сентябрь";
"2074";"Тихон";"15";"323291065";"2016";"сентябрь";
"2075";"Юсуф";"15";"323291066";"2016";"сентябрь";
"2076";"Арсен";"14";"323291067";"2016";"сентябрь";
"2077";"Всеволод";"14";"323291068";"2016";"сентябрь";
"2078";"Дамир";"14";"323291069";"2016";"сентябрь";
"2079";"Ибрагим";"14";"323291070";"2016";"сентябрь";
"2080";"Герман";"13";"323291071";"2016";"сентябрь";
"2081";"Эмин";"13";"323291072";"2016";"сентябрь";
"2082";"Анатолий";"12";"323291073";"2016";"сентябрь";
"2083";"Алинур";"11";"323291074";"2016";"сентябрь";
"2084";"Савва";"11";"323291075";"2016";"сентябрь";
"2085";"Серафим";"11";"323291076";"2016";"сентябрь";
"2086";"Эмир";"10";"323291077";"2016";"сентябрь";
"2087";"Алекс";"9";"323291078";"2016";"сентябрь";
"2088";"Ариет";"9";"323291080";"2016";"сентябрь";
"2089";"Родион";"9";"323291081";"2016";"сентябрь";
"2090";"Станислав";"9";"323291082";"2016";"сентябрь";
"2091";"Данияр";"8";"323291083";"2016";"сентябрь";
"2092";"Ислам";"8";"323291084";"2016";"сентябрь";
"2093";"Марсель";"8";"323291085";"2016";"сентябрь";
"2094";"Самир";"8";"323291087";"2016";"сентябрь";
"2095";"Эмиль";"8";"323291089";"2016";"сентябрь";
"2096";"Эрик";"8";"323291094";"2016";"сентябрь";
"2097";"Яков";"8";"323291095";"2016";"сентябрь";
"2098";"Арслан";"7";"323291096";"2016";"сентябрь";
"2099";"Петр";"7";"323291097";"2016";"сентябрь";
"2100";"Тигран";"7";"323291098";"2016";"сентябрь";
"2101";"Максим";"286";"281754938";"2016";"октябрь";
"2102";"Александр";"263";"281754939";"2016";"октябрь";
"2103";"Михаил";"231";"281754940";"2016";"октябрь";
"2104";"Артём";"217";"281754941";"2016";"октябрь";
"2105";"Иван";"216";"281754942";"2016";"октябрь";
"2106";"Дмитрий";"196";"281754944";"2016";"октябрь";
"2107";"Даниил";"170";"281754945";"2016";"октябрь";
"2108";"Матвей";"148";"281754946";"2016";"октябрь";
"2109";"Андрей";"146";"281754947";"2016";"октябрь";
"2110";"Егор";"131";"281754948";"2016";"октябрь";
"2111";"Роман";"124";"323293326";"2016";"октябрь";
"2112";"Никита";"121";"323293327";"2016";"октябрь";
"2113";"Марк";"118";"323293328";"2016";"октябрь";
"2114";"Кирилл";"113";"323293329";"2016";"октябрь";
"2115";"Алексей";"112";"323293330";"2016";"октябрь";
"2116";"Тимофей";"112";"323293331";"2016";"октябрь";
"2117";"Владимир";"104";"323293332";"2016";"октябрь";
"2118";"Илья";"104";"323293333";"2016";"октябрь";
"2119";"Лев";"103";"323293334";"2016";"октябрь";
"2120";"Ярослав";"100";"323293335";"2016";"октябрь";
"2121";"Степан";"96";"323293336";"2016";"октябрь";
"2122";"Фёдор";"96";"323293337";"2016";"октябрь";
"2123";"Сергей";"94";"323293338";"2016";"октябрь";
"2124";"Константин";"77";"323293339";"2016";"октябрь";
"2125";"Николай";"64";"323293340";"2016";"октябрь";
"2126";"Владислав";"62";"323293341";"2016";"октябрь";
"2127";"Глеб";"62";"323293342";"2016";"октябрь";
"2128";"Тимур";"62";"323293343";"2016";"октябрь";
"2129";"Георгий";"57";"323293344";"2016";"октябрь";
"2130";"Арсений";"52";"323293345";"2016";"октябрь";
"2131";"Евгений";"52";"323293352";"2016";"октябрь";
"2132";"Давид";"51";"323293353";"2016";"октябрь";
"2133";"Мирон";"47";"323293354";"2016";"октябрь";
"2134";"Артемий";"46";"323293355";"2016";"октябрь";
"2135";"Семён";"46";"323293356";"2016";"октябрь";
"2136";"Денис";"43";"323293365";"2016";"октябрь";
"2137";"Павел";"43";"323293366";"2016";"октябрь";
"2138";"Григорий";"41";"323293367";"2016";"октябрь";
"2139";"Амир";"37";"323293368";"2016";"октябрь";
"2140";"Игорь";"35";"323293369";"2016";"октябрь";
"2141";"Олег";"35";"323293370";"2016";"октябрь";
"2142";"Данила";"34";"323293371";"2016";"октябрь";
"2143";"Макар";"34";"323293372";"2016";"октябрь";
"2144";"Платон";"33";"323293373";"2016";"октябрь";
"2145";"Виктор";"31";"323293374";"2016";"октябрь";
"2146";"Леонид";"31";"323293375";"2016";"октябрь";
"2147";"Пётр";"31";"323293376";"2016";"октябрь";
"2148";"Руслан";"30";"323293377";"2016";"октябрь";
"2149";"Савелий";"29";"323293378";"2016";"октябрь";
"2150";"Василий";"27";"323293379";"2016";"октябрь";
"2151";"Даниэль";"27";"323293380";"2016";"октябрь";
"2152";"Антон";"25";"323293381";"2016";"октябрь";
"2153";"Артур";"25";"323293382";"2016";"октябрь";
"2154";"Артем";"23";"323293383";"2016";"октябрь";
"2155";"Вячеслав";"23";"323293384";"2016";"октябрь";
"2156";"Елисей";"23";"323293385";"2016";"октябрь";
"2157";"Юрий";"23";"323293386";"2016";"октябрь";
"2158";"Демид";"22";"323293387";"2016";"октябрь";
"2159";"Лука";"22";"323293388";"2016";"октябрь";
"2160";"Мирослав";"22";"323293389";"2016";"октябрь";
"2161";"Умар";"22";"323293390";"2016";"октябрь";
"2162";"Вадим";"21";"323293391";"2016";"октябрь";
"2163";"Тихон";"20";"323293392";"2016";"октябрь";
"2164";"Адам";"18";"323293393";"2016";"октябрь";
"2165";"Борис";"18";"323293394";"2016";"октябрь";
"2166";"Богдан";"17";"323293395";"2016";"октябрь";
"2167";"Святослав";"17";"323293396";"2016";"октябрь";
"2168";"Захар";"16";"323293398";"2016";"октябрь";
"2169";"Ибрагим";"16";"323293399";"2016";"октябрь";
"2170";"Роберт";"16";"323293400";"2016";"октябрь";
"2171";"Родион";"16";"323293401";"2016";"октябрь";
"2172";"Дамир";"15";"323293402";"2016";"октябрь";
"2173";"Мухаммад";"15";"323293403";"2016";"октябрь";
"2174";"Всеволод";"14";"323293404";"2016";"октябрь";
"2175";"Демьян";"14";"323293405";"2016";"октябрь";
"2176";"Ян";"14";"323293406";"2016";"октябрь";
"2177";"Али";"13";"323293407";"2016";"октябрь";
"2178";"Эмиль";"13";"323293408";"2016";"октябрь";
"2179";"Арсен";"12";"323293409";"2016";"октябрь";
"2180";"Гордей";"12";"323293410";"2016";"октябрь";
"2181";"Федор";"12";"323293411";"2016";"октябрь";
"2182";"Петр";"11";"323293412";"2016";"октябрь";
"2183";"Серафим";"11";"323293413";"2016";"октябрь";
"2184";"Эмир";"11";"323293414";"2016";"октябрь";
"2185";"Станислав";"10";"323293415";"2016";"октябрь";
"2186";"Филипп";"10";"323293416";"2016";"октябрь";
"2187";"Яков";"10";"323293417";"2016";"октябрь";
"2188";"Анатолий";"9";"323293418";"2016";"октябрь";
"2189";"Виталий";"9";"323293419";"2016";"октябрь";
"2190";"Герман";"9";"323293420";"2016";"октябрь";
"2191";"Имран";"9";"323293421";"2016";"октябрь";
"2192";"Савва";"9";"323293423";"2016";"октябрь";
"2193";"Данил";"8";"323293424";"2016";"октябрь";
"2194";"Клим";"8";"323293425";"2016";"октябрь";
"2195";"Мурад";"8";"323293426";"2016";"октябрь";
"2196";"Оскар";"8";"323293427";"2016";"октябрь";
"2197";"Юсуф";"8";"323293428";"2016";"октябрь";
"2198";"Алинур";"7";"323293429";"2016";"октябрь";
"2199";"Алихан";"7";"323293430";"2016";"октябрь";
"2200";"Аркадий";"7";"323293432";"2016";"октябрь";
"2201";"Михаил";"265";"282200875";"2016";"ноябрь";
"2202";"Максим";"258";"282200878";"2016";"ноябрь";
"2203";"Александр";"250";"282200887";"2016";"ноябрь";
"2204";"Артём, Артем";"246";"282201011";"2016";"ноябрь";
"2205";"Дмитрий";"205";"282201013";"2016";"ноябрь";
"2206";"Иван";"188";"282201019";"2016";"ноябрь";
"2207";"Даниил, Данил, Данила";"187";"282203808";"2016";"ноябрь";
"2208";"Андрей";"146";"282203811";"2016";"ноябрь";
"2209";"Егор";"130";"282203813";"2016";"ноябрь";
"2210";"Матвей";"124";"282203817";"2016";"ноябрь";
"2211";"Илья";"120";"284373435";"2016";"ноябрь";
"2212";"Алексей";"118";"284373436";"2016";"ноябрь";
"2213";"Никита";"118";"284373441";"2016";"ноябрь";
"2214";"Роман";"118";"284373442";"2016";"ноябрь";
"2215";"Фёдор, Федор";"118";"284373443";"2016";"ноябрь";
"2216";"Владимир";"115";"284373444";"2016";"ноябрь";
"2217";"Кирилл";"114";"284373445";"2016";"ноябрь";
"2218";"Тимофей";"105";"284373447";"2016";"ноябрь";
"2219";"Марк";"101";"284373449";"2016";"ноябрь";
"2220";"Ярослав";"92";"284373450";"2016";"ноябрь";
"2221";"Константин";"79";"284373451";"2016";"ноябрь";
